subj,session,block,trial,set_size,response,rt,correct,response_category
18,3,4,26,2,499,-1,1,correct
18,3,4,27,2,193,1.188,1,correct
18,3,4,28,8,598,1.253,1,correct
18,3,5,1,6,555,2.101,1,correct
18,3,5,2,2,733,2.273,1,correct
18,3,5,3,2,134,1.26,1,correct
18,3,5,4,8,350,4.58,0,intrusion
18,3,5,5,8,1125,4.577,1,correct
18,3,5,6,6,730,1.555,1,correct
18,3,5,7,6,96,1.825,1,correct
18,3,5,8,8,413,5.261,1,correct
18,3,5,9,8,239,3.022,0,intrusion
18,3,5,10,4,113,1.022,1,correct
18,3,5,11,4,546,0.961,1,correct
18,3,5,12,8,144,3.31,0,intrusion
18,3,5,13,4,1086,1.153,1,correct
18,3,5,14,4,1174,-1,1,correct
18,3,5,15,2,948,-1,1,correct
18,3,5,16,8,323,4.752,0,intrusion
18,3,5,17,6,649,1.299,1,correct
18,3,5,18,4,895,1.269,1,correct
18,3,5,19,2,111,1.565,1,correct
18,3,5,20,8,329,1.699,1,correct
18,3,5,21,8,386,1.776,1,correct
18,3,5,22,6,732,-1,1,correct
18,3,5,23,4,59,1.804,1,correct
18,3,5,24,8,517,2.363,1,correct
18,3,5,25,6,442,2.538,1,correct
18,3,5,26,6,23,1.007,1,correct
18,3,5,27,6,867,4.764,1,correct
18,3,5,28,8,867,-1,0,new
18,3,6,1,8,55,2.707,0,intrusion
18,3,6,2,8,1183,3.704,1,correct
18,3,6,3,6,871,4.147,1,correct
18,3,6,4,6,169,2.151,1,correct
18,3,6,5,4,533,0.983,1,correct
18,3,6,6,8,845,-1,1,correct
18,3,6,7,8,744,2.132,1,correct
18,3,6,8,4,205,1.887,1,correct
18,3,6,9,8,1172,2.815,0,intrusion
18,3,6,10,6,1092,-1,1,correct
18,3,6,11,2,1173,1.734,1,correct
18,3,6,12,6,1067,1.928,1,correct
18,3,6,13,4,140,-1,1,correct
18,3,6,14,8,30,4.995,0,intrusion
18,3,6,15,8,490,2.589,1,correct
18,3,6,16,8,1059,2.254,0,intrusion
18,3,6,17,6,878,2.038,1,correct
18,3,6,18,4,8,1.785,1,correct
18,3,6,19,2,857,-1,1,correct
18,3,6,20,6,381,3.696,1,correct
18,3,6,21,4,151,1.6,1,correct
18,3,6,22,8,106,4.468,1,correct
18,3,6,23,8,1082,2.277,1,correct
18,3,6,24,6,492,2.109,1,correct
18,3,6,25,2,335,2.126,1,correct
18,3,6,26,6,959,1.302,1,correct
18,3,6,27,2,1018,0.852,1,correct
18,3,6,28,4,1105,1.722,0,intrusion
18,3,7,1,8,583,2.339,1,correct
18,3,7,2,4,809,1.46,1,correct
18,3,7,3,2,75,1.568,1,correct
18,3,7,4,6,157,2.059,1,correct
18,3,7,5,8,989,2.788,1,correct
18,3,7,6,4,1122,2.129,1,correct
18,3,7,7,4,130,1.821,1,correct
18,3,7,8,2,210,-1,1,correct
18,3,7,9,6,918,2.493,1,correct
18,3,7,10,8,392,2.126,1,correct
18,3,7,11,8,427,1.742,1,correct
18,3,7,12,4,555,1.264,1,correct
18,3,7,13,4,302,-1,1,correct
18,3,7,14,8,1070,1.938,1,correct
18,3,7,15,6,873,2.457,1,correct
18,3,7,16,2,572,1.452,1,correct
18,3,7,17,8,454,2.51,0,intrusion
18,3,7,18,6,187,1.616,1,correct
18,3,7,19,8,391,1.964,0,intrusion
18,3,7,20,8,1155,1.467,1,correct
18,3,7,21,8,1096,-1,1,correct
18,3,7,22,2,1001,1.623,1,correct
18,3,7,23,8,881,2.498,1,correct
18,3,7,24,6,66,2.114,1,correct
18,3,7,25,6,1093,1.981,0,intrusion
18,3,7,26,6,1191,-1,1,correct
18,3,7,27,4,828,1.759,1,correct
18,3,7,28,6,761,1.914,1,correct
18,3,8,1,8,444,4.108,0,intrusion
18,3,8,2,4,705,1.364,1,correct
18,3,8,3,4,357,1.359,1,correct
18,3,8,4,8,39,2.633,1,correct
18,3,8,5,6,608,2.414,1,correct
18,3,8,6,8,21,4.671,0,intrusion
18,3,8,7,6,477,1.746,1,correct
18,3,8,8,8,963,-1,0,intrusion
18,3,8,9,8,319,1.755,0,intrusion
18,3,8,10,2,512,1.233,1,correct
18,3,8,11,4,109,1.675,1,correct
18,3,8,12,4,990,1.531,1,correct
18,3,8,13,6,449,3.062,1,correct
18,3,8,14,6,323,1.632,1,correct
18,3,8,15,8,557,3.714,1,correct
18,3,8,16,6,1147,-1,0,intrusion
18,3,8,17,4,334,-1,1,correct
18,3,8,18,2,34,1.667,1,correct
18,3,8,19,8,134,2.348,1,correct
18,3,8,20,8,562,1.274,1,correct
18,3,8,21,2,163,2.07,1,correct
18,3,8,22,6,1009,1.49,1,correct
18,3,8,23,8,192,6.707,0,intrusion
18,3,8,24,8,370,1.611,1,correct
18,3,8,25,6,453,1.883,1,correct
18,3,8,26,6,333,2.002,1,correct
18,3,8,27,2,653,-1,1,correct
18,3,8,28,4,150,2.238,1,correct
19,1,1,1,6,1124,-1,1,correct
19,1,1,2,4,778,-1,1,correct
19,1,1,3,2,1149,2.057,1,correct
19,1,1,4,4,1165,1.95,1,correct
19,1,1,5,8,106,2.851,0,intrusion
19,1,1,6,8,47,2.685,1,correct
19,1,1,7,8,138,7.66,0,intrusion
19,1,1,8,4,892,1.277,1,correct
19,1,1,9,6,40,2.198,1,correct
19,1,1,10,8,420,9.66,1,correct
19,1,1,11,2,802,-1,1,correct
19,1,1,12,6,1136,1.83,1,correct
19,1,1,13,4,562,1.96,0,intrusion
19,1,1,14,8,82,4.438,0,intrusion
19,1,1,15,8,1151,5.95,0,intrusion
19,1,1,16,4,6,1.316,1,correct
19,1,1,17,6,992,1.658,1,correct
19,1,1,18,8,781,3.755,1,correct
19,1,1,19,6,255,2.18,1,correct
19,1,1,20,8,151,-1,0,new
19,1,1,21,8,633,4.02,1,correct
19,1,1,22,4,783,3.645,1,correct
19,1,1,23,8,528,3.077,0,intrusion
19,1,1,24,2,85,1.1,1,correct
19,1,1,25,6,847,6.598,1,correct
19,1,1,26,2,405,1.236,1,correct
19,1,1,27,6,258,1.677,0,intrusion
19,1,1,28,6,807,2.501,1,correct
19,1,2,1,6,594,2.939,0,intrusion
19,1,2,2,8,83,3.302,1,correct
19,1,2,3,4,931,1.791,1,correct
19,1,2,4,4,664,-1,1,correct
19,1,2,5,6,302,6.416,0,intrusion
19,1,2,6,2,668,1.487,1,correct
19,1,2,7,6,93,3.229,0,intrusion
19,1,2,8,6,978,2.128,1,correct
19,1,2,9,6,632,-1,1,correct
19,1,2,10,8,1116,3.672,0,intrusion
19,1,2,11,8,903,3.617,0,new
19,1,2,12,6,678,2.804,0,intrusion
19,1,2,13,6,227,2.901,1,correct
19,1,2,14,2,856,1.251,1,correct
19,1,2,15,8,33,2.725,1,correct
19,1,2,16,6,746,1.682,1,correct
19,1,2,17,2,250,1.078,1,correct
19,1,2,18,2,758,-1,1,correct
19,1,2,19,4,933,1.092,1,correct
19,1,2,20,8,564,2.842,0,intrusion
19,1,2,21,4,541,2.273,1,correct
19,1,2,22,8,760,3.668,1,correct
19,1,2,23,8,786,-1,0,new
19,1,2,24,8,445,3.785,0,intrusion
19,1,2,25,4,957,1.582,1,correct
19,1,2,26,8,186,3.305,1,correct
19,1,2,27,8,153,1.732,1,correct
19,1,2,28,4,70,1.242,1,correct
19,1,3,1,4,338,1.351,1,correct
19,1,3,2,4,796,1.662,1,correct
19,1,3,3,4,184,1.386,1,correct
19,1,3,4,4,301,1.923,1,correct
19,1,3,5,8,742,5.601,0,intrusion
19,1,3,6,2,80,0.916,1,correct
19,1,3,7,8,369,1.828,1,correct
19,1,3,8,6,422,2.506,1,correct
19,1,3,9,8,243,5.893,0,intrusion
19,1,3,10,4,823,-1,1,correct
19,1,3,11,8,592,6.121,0,intrusion
19,1,3,12,2,1090,-1,1,correct
19,1,3,13,8,290,4.332,0,intrusion
19,1,3,14,2,1025,0.947,1,correct
19,1,3,15,6,694,2.283,1,correct
19,1,3,16,8,1042,-1,1,correct
19,1,3,17,6,506,2.998,1,correct
19,1,3,18,8,1055,7.326,1,correct
19,1,3,19,2,442,1.173,1,correct
19,1,3,20,6,179,1.97,1,correct
19,1,3,21,6,404,3.126,1,correct
19,1,3,22,8,1015,7.333,0,intrusion
19,1,3,23,6,534,1.757,1,correct
19,1,3,24,8,570,2.98,0,intrusion
19,1,3,25,6,446,-1,1,correct
19,1,3,26,8,1002,2.336,1,correct
19,1,3,27,4,71,3.9,1,correct
19,1,3,28,6,1137,1.856,1,correct
19,1,4,1,8,358,3.263,1,correct
19,1,4,2,6,961,-1,0,new
19,1,4,3,6,557,1.697,1,correct
19,1,4,4,8,934,1.834,1,correct
19,1,4,5,6,655,1.321,1,correct
19,1,4,6,6,156,2.933,1,correct
19,1,4,7,2,220,1.129,1,correct
19,1,4,8,8,943,3.991,0,intrusion
19,1,4,9,4,171,1.788,1,correct
19,1,4,10,4,143,5.532,0,intrusion
19,1,4,11,2,435,0.714,1,correct
19,1,4,12,8,620,2.389,0,intrusion
19,1,4,13,2,757,1.263,1,correct
19,1,4,14,4,444,-1,1,correct
19,1,4,15,4,456,2.873,1,correct
19,1,4,16,8,782,1.823,1,correct
19,1,4,17,8,1141,2.438,1,correct
19,1,4,18,8,573,-1,0,new
19,1,4,19,2,272,-1,1,correct
19,1,4,20,6,609,1.103,1,correct
19,1,4,21,6,646,3.731,0,intrusion
19,1,4,22,4,971,1.603,1,correct
19,1,4,23,8,408,1.373,1,correct
19,1,4,24,6,105,0.913,1,correct
19,1,4,25,4,224,2.613,1,correct
19,1,4,26,8,906,1.586,1,correct
19,1,4,27,8,441,3.696,0,intrusion
19,1,4,28,6,529,0.822,1,correct
19,1,5,1,6,582,2.368,1,correct
19,1,5,2,8,607,3.304,0,intrusion
19,1,5,3,2,518,3.337,1,correct
19,1,5,4,6,1027,1.693,1,correct
19,1,5,5,8,239,-1,0,new
19,1,5,6,4,159,2.987,1,correct
19,1,5,7,4,13,1.834,1,correct
19,1,5,8,6,202,2.939,1,correct
19,1,5,9,8,135,4.198,0,intrusion
19,1,5,10,8,345,7.911,0,intrusion
19,1,5,11,8,843,2.212,1,correct
19,1,5,12,8,519,3.832,1,correct
19,1,5,13,8,879,5.629,0,intrusion
19,1,5,14,8,840,3.757,0,new
19,1,5,15,4,3,-1,1,correct
19,1,5,16,4,849,2.147,1,correct
19,1,5,17,4,985,0.781,1,correct
19,1,5,18,6,725,3.244,1,correct
19,1,5,19,6,885,1.467,1,correct
19,1,5,20,4,458,1.114,1,correct
19,1,5,21,2,398,1.319,1,correct
19,1,5,22,6,96,5.692,0,intrusion
19,1,5,23,6,373,-1,0,intrusion
19,1,5,24,8,1095,2.532,1,correct
19,1,5,25,6,953,2.276,1,correct
19,1,5,26,8,636,2.318,1,correct
19,1,5,27,2,364,-1,1,correct
19,1,5,28,2,1019,1.464,1,correct
19,1,6,1,4,1030,-1,1,correct
19,1,6,2,6,654,1.786,1,correct
19,1,6,3,8,338,4.272,0,intrusion
19,1,6,4,4,1103,1.72,1,correct
19,1,6,5,8,1103,-1,0,new
19,1,6,6,2,576,1.859,1,correct
19,1,6,7,6,1144,2.122,1,correct
19,1,6,8,8,603,5.887,1,correct
19,1,6,9,6,45,1.824,1,correct
19,1,6,10,4,298,1.887,1,correct
19,1,6,11,6,1005,2.015,1,correct
19,1,6,12,4,923,2.077,1,correct
19,1,6,13,8,907,1.85,1,correct
19,1,6,14,8,28,2.634,1,correct
19,1,6,15,6,976,-1,1,correct
19,1,6,16,8,520,2.618,1,correct
19,1,6,17,2,488,-1,1,correct
19,1,6,18,8,344,2.044,1,correct
19,1,6,19,2,863,1.784,1,correct
19,1,6,20,4,56,2.182,1,correct
19,1,6,21,6,321,2.131,1,correct
19,1,6,22,8,643,1.814,1,correct
19,1,6,23,6,769,1.645,1,correct
19,1,6,24,6,555,1.666,1,correct
19,1,6,25,8,340,2.489,1,correct
19,1,6,26,8,436,1.759,1,correct
19,1,6,27,2,891,2.152,1,correct
19,1,6,28,4,281,1.787,1,correct
19,1,7,1,2,101,1.194,1,correct
19,1,7,2,8,479,2.971,1,correct
19,1,7,3,6,1016,1.698,1,correct
19,1,7,4,2,764,1.07,1,correct
19,1,7,5,2,632,-1,1,correct
19,1,7,6,4,346,1.138,1,correct
19,1,7,7,6,578,3.003,0,intrusion
19,1,7,8,4,388,-1,1,correct
19,1,7,9,8,387,-1,1,correct
19,1,7,10,8,590,3.421,1,correct
19,1,7,11,4,379,2.401,1,correct
19,1,7,12,6,433,-1,1,correct
19,1,7,13,6,145,2.327,1,correct
19,1,7,14,2,225,1.391,1,correct
19,1,7,15,8,583,4.568,0,intrusion
19,1,7,16,6,708,1.821,0,intrusion
19,1,7,17,4,198,2.249,1,correct
19,1,7,18,6,1132,5.025,1,correct
19,1,7,19,8,319,4.652,1,correct
19,1,7,20,8,595,3.695,0,intrusion
19,1,7,21,6,545,1.238,1,correct
19,1,7,22,8,606,3.54,1,correct
19,1,7,23,8,27,1.452,1,correct
19,1,7,24,8,539,2.861,1,correct
19,1,7,25,6,1032,1.518,1,correct
19,1,7,26,4,870,1.36,1,correct
19,1,7,27,4,994,1.577,1,correct
19,1,7,28,8,392,1.738,0,intrusion
19,2,1,1,4,519,1.605,1,correct
19,2,1,2,8,992,1.569,1,correct
19,2,1,3,4,173,2.456,1,correct
19,2,1,4,6,223,1.13,1,correct
19,2,1,5,4,652,1.827,1,correct
19,2,1,6,4,135,1.669,1,correct
19,2,1,7,8,1126,3.5,0,intrusion
19,2,1,8,6,1101,5.057,1,correct
19,2,1,9,6,440,-1,1,correct
19,2,1,10,8,344,2.868,1,correct
19,2,1,11,2,825,1.125,1,correct
19,2,1,12,4,832,-1,0,new
19,2,1,13,8,926,2.413,1,correct
19,2,1,14,8,839,-1,0,new
19,2,1,15,6,1030,2.031,1,correct
19,2,1,16,2,182,2.384,1,correct
19,2,1,17,8,1001,4.504,1,correct
19,2,1,18,6,1116,1.656,1,correct
19,2,1,19,8,830,5.132,0,intrusion
19,2,1,20,6,1022,2.859,1,correct
19,2,1,21,6,527,2.148,1,correct
19,2,1,22,8,722,4.545,0,new
19,2,1,23,8,446,2.177,1,correct
19,2,1,24,8,638,2.721,0,intrusion
19,2,1,25,4,597,1.181,1,correct
19,2,1,26,6,724,1.511,1,correct
19,2,1,27,2,776,-1,1,correct
19,2,1,28,2,589,1.358,1,correct
19,2,2,1,2,1059,1.832,1,correct
19,2,2,2,8,12,4.176,0,intrusion
19,2,2,3,8,226,1.449,1,correct
19,2,2,4,2,166,1.305,1,correct
19,2,2,5,6,192,4.313,0,intrusion
19,2,2,6,4,504,1.798,1,correct
19,2,2,7,4,447,1.2,1,correct
19,2,2,8,6,351,-1,0,new
19,2,2,9,6,275,5.461,1,correct
19,2,2,10,4,485,-1,1,correct
19,2,2,11,8,405,2.382,1,correct
19,2,2,12,4,1152,2.501,1,correct
19,2,2,13,8,898,2.154,1,correct
19,2,2,14,8,27,4.661,1,correct
19,2,2,15,8,552,-1,1,correct
19,2,2,16,4,21,2.166,1,correct
19,2,2,17,8,1182,3.109,1,correct
19,2,2,18,6,933,2.425,1,correct
19,2,2,19,8,265,7.502,0,new
19,2,2,20,6,301,3.546,1,correct
19,2,2,21,4,1027,2.606,1,correct
19,2,2,22,8,1122,3.307,1,correct
19,2,2,23,6,700,1.74,1,correct
19,2,2,24,2,541,-1,1,correct
19,2,2,25,8,66,1.63,1,correct
19,2,2,26,2,757,0.836,1,correct
19,2,2,27,6,880,2.477,1,correct
19,2,2,28,6,44,2.664,1,correct
19,2,3,1,8,636,2.844,1,correct
19,2,3,2,8,477,4.151,1,correct
19,2,3,3,8,1183,2.499,1,correct
19,2,3,4,6,20,4.284,0,intrusion
19,2,3,5,8,276,5.77,1,correct
19,2,3,6,4,581,1.847,1,correct
19,2,3,7,6,861,7.032,0,intrusion
19,2,3,8,6,884,2.638,1,correct
19,2,3,9,6,647,3.795,0,new
19,2,3,10,4,997,2.382,1,correct
19,2,3,11,8,573,3.057,1,correct
19,2,3,12,8,1086,3.108,1,correct
19,2,3,13,4,1088,-1,1,correct
19,2,3,14,2,891,2.418,1,correct
19,2,3,15,6,73,10.73,0,new
19,2,3,16,8,756,5.622,0,intrusion
19,2,3,17,2,946,-1,1,correct
19,2,3,18,8,664,3.637,1,correct
19,2,3,19,6,82,2.132,1,correct
19,2,3,20,2,91,0.955,1,correct
19,2,3,21,4,826,1.587,1,correct
19,2,3,22,4,742,1.688,1,correct
19,2,3,23,8,62,-1,0,new
19,2,3,24,6,923,-1,0,intrusion
19,2,3,25,2,1084,1.762,1,correct
19,2,3,26,8,629,2.706,1,correct
19,2,3,27,6,221,2.944,1,correct
19,2,3,28,4,218,1.328,1,correct
19,2,4,1,4,365,1.635,1,correct
19,2,4,2,2,1138,0.811,1,correct
19,2,4,3,6,444,1.53,1,correct
19,2,4,4,4,217,-1,1,correct
19,2,4,5,2,1100,1.893,1,correct
19,2,4,6,8,304,1.867,1,correct
19,2,4,7,8,943,2.788,0,intrusion
19,2,4,8,4,788,1.8,1,correct
19,2,4,9,6,886,0.925,1,correct
19,2,4,10,2,323,0.832,1,correct
19,2,4,11,6,964,1.122,1,correct
19,2,4,12,8,257,1.799,1,correct
19,2,4,13,6,397,-1,1,correct
19,2,4,14,8,598,3.098,0,intrusion
19,2,4,15,6,706,1.85,1,correct
19,2,4,16,6,937,2.49,1,correct
19,2,4,17,4,715,2.409,1,correct
19,2,4,18,8,981,4.207,0,new
19,2,4,19,6,1082,3.385,1,correct
19,2,4,20,6,811,3.138,1,correct
19,2,4,21,4,558,2.481,1,correct
19,2,4,22,8,748,2.111,1,correct
19,2,4,23,8,750,3.995,0,intrusion
19,2,4,24,2,1160,-1,1,correct
19,2,4,25,8,614,3.94,1,correct
19,2,4,26,4,30,1.384,1,correct
19,2,4,27,8,478,2.368,1,correct
19,2,4,28,8,355,-1,1,correct
19,2,5,1,4,526,1.4,1,correct
19,2,5,2,4,608,-1,1,correct
19,2,5,3,6,56,11.785,0,intrusion
19,2,5,4,4,329,1.112,1,correct
19,2,5,5,6,887,3.236,1,correct
19,2,5,6,6,456,0.878,1,correct
19,2,5,7,2,140,1,1,correct
19,2,5,8,6,975,2.406,0,intrusion
19,2,5,9,8,513,3.417,1,correct
19,2,5,10,6,907,-1,1,correct
19,2,5,11,4,1048,2.784,1,correct
19,2,5,12,8,422,1.361,1,correct
19,2,5,13,8,18,3.369,1,correct
19,2,5,14,8,996,1.191,1,correct
19,2,5,15,6,851,1.251,1,correct
19,2,5,16,6,1010,1.063,1,correct
19,2,5,17,2,658,1.107,1,correct
19,2,5,18,6,554,1.336,1,correct
19,2,5,19,8,1043,7.989,0,intrusion
19,2,5,20,8,43,2.06,1,correct
19,2,5,21,8,673,-1,1,correct
19,2,5,22,8,5,1.618,1,correct
19,2,5,23,4,599,2.333,1,correct
19,2,5,24,2,1146,1.354,1,correct
19,2,5,25,8,111,4.237,0,intrusion
19,2,5,26,2,47,-1,1,correct
19,2,5,27,8,545,3.57,0,intrusion
19,2,5,28,4,76,2.189,1,correct
19,2,6,1,8,824,-1,1,correct
19,2,6,2,4,1142,-1,1,correct
19,2,6,3,8,664,4.699,0,intrusion
19,2,6,4,4,438,2.752,1,correct
19,2,6,5,8,467,2.878,1,correct
19,2,6,6,4,628,2.095,1,correct
19,2,6,7,8,1085,2.678,1,correct
19,2,6,8,6,942,3.02,1,correct
19,2,6,9,6,852,0.867,1,correct
19,2,6,10,6,1079,-1,0,intrusion
19,2,6,11,4,270,3.584,1,correct
19,2,6,12,2,805,1.16,1,correct
19,2,6,13,6,1070,3.075,0,intrusion
19,2,6,14,8,1027,2.883,1,correct
19,2,6,15,8,780,3.349,1,correct
19,2,6,16,8,367,3.841,1,correct
19,2,6,17,2,815,-1,1,correct
19,2,6,18,6,941,2.313,1,correct
19,2,6,19,2,256,1.782,1,correct
19,2,6,20,8,587,1.836,1,correct
19,2,6,21,4,622,2.897,1,correct
19,2,6,22,2,612,1.422,1,correct
19,2,6,23,8,214,2.142,1,correct
19,2,6,24,4,1071,1.901,1,correct
19,2,6,25,6,307,1.473,1,correct
19,2,6,26,6,11,2.944,1,correct
19,2,6,27,6,129,2.692,1,correct
19,2,6,28,8,250,3.254,0,intrusion
19,2,7,1,6,410,1.255,1,correct
19,2,7,2,4,123,1.166,1,correct
19,2,7,3,2,68,1.137,1,correct
19,2,7,4,4,1059,-1,1,correct
19,2,7,5,6,875,1.904,1,correct
19,2,7,6,8,1162,2.019,1,correct
19,2,7,7,4,454,3.257,1,correct
19,2,7,8,6,21,3.672,0,intrusion
19,2,7,9,8,23,2.081,1,correct
19,2,7,10,8,830,8.557,0,intrusion
19,2,7,11,8,715,2.131,1,correct
19,2,7,12,2,221,1.649,1,correct
19,2,7,13,4,354,1.019,1,correct
19,2,7,14,6,84,2.001,0,intrusion
19,2,7,15,2,1043,-1,1,correct
19,2,7,16,4,89,1.525,1,correct
19,2,7,17,8,484,1.197,1,correct
19,2,7,19,2,1131,1.409,0,intrusion
19,2,7,19,6,129,1.156,1,correct
19,2,7,20,8,547,1.093,1,correct
19,2,7,21,8,1050,1.689,1,correct
19,2,7,22,6,247,6.406,0,intrusion
19,2,7,23,6,894,-1,1,correct
19,2,7,24,8,823,7.58,1,correct
19,2,7,25,8,307,-1,0,intrusion
19,2,7,26,8,766,5.551,1,correct
19,2,7,27,6,1129,0.961,1,correct
19,2,7,28,4,753,1.003,1,correct
19,2,8,1,4,841,0.919,1,correct
19,2,8,2,2,389,1.043,1,correct
19,2,8,3,8,674,2.619,1,correct
19,2,8,4,8,637,3.173,0,intrusion
19,2,8,5,2,1172,1.654,1,correct
19,2,8,6,6,597,-1,1,correct
19,2,8,7,8,826,1.321,1,correct
19,2,8,8,2,1035,2.662,1,correct
19,2,8,9,4,362,-1,1,correct
19,2,8,10,2,1175,-1,1,correct
19,2,8,11,4,652,2.264,1,correct
19,2,8,12,4,226,1.885,1,correct
19,2,8,13,8,365,2.336,1,correct
19,2,8,14,4,703,1.997,1,correct
19,2,8,15,6,38,1.125,1,correct
19,2,8,16,8,502,-1,0,intrusion
19,2,8,17,6,48,2.036,1,correct
19,2,8,18,6,445,1.808,1,correct
19,2,8,19,6,1161,2.198,1,correct
19,2,8,20,6,51,2.784,1,correct
19,2,8,21,6,811,1.852,0,intrusion
19,2,8,22,8,1102,1.925,1,correct
19,2,8,23,6,1184,2.495,1,correct
19,2,8,24,8,184,3.944,0,intrusion
19,2,8,25,8,418,1.899,1,correct
19,2,8,26,4,603,1.98,1,correct
19,2,8,27,8,424,2.665,1,correct
19,2,8,28,8,177,1.689,1,correct
19,3,1,1,4,671,1.806,1,correct
19,3,1,2,8,662,3.444,1,correct
19,3,1,3,4,275,1.7,1,correct
19,3,1,4,6,651,4.352,0,intrusion
19,3,1,5,6,1031,6.319,1,correct
19,3,1,6,8,856,2.162,0,intrusion
19,3,1,7,2,796,-1,1,correct
19,3,1,8,8,654,3.843,1,correct
19,3,1,9,8,4,1.14,1,correct
19,3,1,10,4,403,1.249,1,correct
19,3,1,11,6,38,5.241,0,intrusion
19,3,1,12,8,245,3.25,1,correct
19,3,1,13,6,194,2.04,1,correct
19,3,1,14,6,337,2.018,1,correct
19,3,1,15,4,1198,-1,1,correct
19,3,1,16,2,1093,2.373,1,correct
19,3,1,17,8,896,10.073,1,correct
19,3,1,18,8,1008,1.932,1,correct
19,3,1,19,4,181,1.096,1,correct
19,3,1,20,8,501,0.963,1,correct
19,3,1,21,6,79,-1,1,correct
19,3,1,22,6,296,3.19,1,correct
19,3,1,23,8,934,2.215,1,correct
19,3,1,24,4,489,1.726,1,correct
19,3,1,25,6,154,1.839,1,correct
19,3,1,26,8,809,-1,0,new
19,3,1,27,2,1193,1.854,1,correct
19,3,1,28,2,859,1.245,1,correct
19,3,2,1,8,532,1.89,1,correct
19,3,2,2,2,107,1.819,1,correct
19,3,2,3,8,1172,5.876,0,intrusion
19,3,2,4,6,948,0.871,1,correct
19,3,2,5,6,73,-1,1,correct
19,3,2,6,2,898,2.005,1,correct
19,3,2,7,8,1188,10.002,0,intrusion
19,3,2,8,6,57,2.148,1,correct
19,3,2,9,8,89,6.219,0,intrusion
19,3,2,10,6,161,3.803,0,intrusion
19,3,2,11,4,462,1.454,1,correct
19,3,2,12,8,1096,2.051,1,correct
19,3,2,13,8,652,1.95,1,correct
19,3,2,14,6,468,1.338,1,correct
19,3,2,15,6,791,5.863,1,correct
19,3,2,16,4,20,2.316,1,correct
19,3,2,17,8,908,12.714,0,intrusion
19,3,2,18,4,170,1.119,1,correct
19,3,2,19,8,91,1.853,1,correct
19,3,2,20,6,806,3.416,1,correct
19,3,2,21,4,1157,-1,1,correct
19,3,2,22,4,303,1.883,1,correct
19,3,2,23,2,509,-1,1,correct
19,3,2,24,8,653,2.061,1,correct
19,3,2,25,4,665,2.081,1,correct
19,3,2,26,2,171,1.163,1,correct
19,3,2,27,8,410,-1,1,correct
19,3,2,28,6,706,3.011,1,correct
19,3,3,1,8,552,1.791,1,correct
19,3,3,2,4,111,2.545,1,correct
19,3,3,3,4,1007,2.035,1,correct
19,3,3,4,8,188,1.712,1,correct
19,3,3,5,4,769,2.295,1,correct
19,3,3,6,4,993,-1,1,correct
19,3,3,7,8,279,-1,1,correct
19,3,3,8,6,576,3.31,0,intrusion
19,3,3,9,8,310,2.905,1,correct
19,3,3,10,6,194,-1,0,new
19,3,3,11,6,707,2.288,1,correct
19,3,3,12,2,617,1.194,1,correct
19,3,3,13,2,810,1.478,1,correct
19,3,3,14,8,166,3.129,1,correct
19,3,3,15,6,1158,2.508,1,correct
19,3,3,16,8,93,3.915,1,correct
19,3,3,17,6,339,1.711,1,correct
19,3,3,18,8,144,2.871,1,correct
19,3,3,19,4,959,1.848,1,correct
19,3,3,20,6,929,4.896,0,intrusion
19,3,3,21,8,519,3.948,0,intrusion
19,3,3,22,8,34,2.01,1,correct
19,3,3,23,6,68,1.795,1,correct
19,3,3,24,8,800,2.183,1,correct
19,3,3,25,2,888,-1,1,correct
19,3,3,26,6,1043,5.104,0,intrusion
19,3,3,27,2,278,2.178,1,correct
19,3,3,28,4,1137,2.846,1,correct
19,3,4,1,4,899,2.19,1,correct
19,3,4,2,4,985,1.113,1,correct
19,3,4,3,6,1180,4.164,1,correct
19,3,4,4,6,777,4.083,0,intrusion
19,3,4,5,6,637,-1,1,correct
19,3,4,6,2,704,1.89,1,correct
19,3,4,7,4,156,1.235,1,correct
19,3,4,8,8,905,3.498,0,intrusion
19,3,4,9,8,1040,3.257,1,correct
19,3,4,10,8,25,3.302,1,correct
19,3,4,11,6,159,2.589,1,correct
19,3,4,12,8,1075,3.451,1,correct
19,3,4,13,8,29,3.303,0,intrusion
19,3,4,14,2,454,0.974,1,correct
19,3,4,15,8,783,2.182,1,correct
19,3,4,16,8,963,3.447,1,correct
19,3,4,17,8,122,4.755,0,intrusion
19,3,4,18,4,508,3.604,1,correct
19,3,4,19,6,349,1.388,1,correct
19,3,4,20,6,670,3.692,1,correct
19,3,4,21,6,521,3.049,1,correct
19,3,4,22,8,153,3.649,1,correct
19,3,4,23,2,182,-1,1,correct
19,3,4,24,8,214,-1,0,intrusion
19,3,4,25,2,668,1.923,1,correct
19,3,4,26,6,104,2.575,1,correct
19,3,4,27,4,490,1.93,1,correct
19,3,4,28,4,445,-1,1,correct
19,3,5,1,8,845,4.058,0,new
19,3,5,2,8,678,3.059,1,correct
19,3,5,3,6,622,-1,1,correct
19,3,5,4,4,457,1.993,1,correct
19,3,5,5,6,708,2.312,1,correct
19,3,5,6,4,97,2.08,1,correct
19,3,5,7,2,223,1.468,1,correct
19,3,5,8,6,1146,1.665,1,correct
19,3,5,9,8,562,1.523,1,correct
